,정규직수
9492,16
9493,215
9494,4
9495,83
9496,26
9497,96
9498,26
9499,265
9500,22
9501,45
9502,6
9503,1723
9504,116
9505,3
9506,2
9507,838
9508,167
9509,74
9510,15
9511,94
9512,40
9513,117
9514,53
9515,285
9516,108
9517,1111
9518,143
9519,689
9520,40
9521,853
9522,235
9523,49
9524,4
9525,2571
9526,1416
9527,12
9528,17
9529,74
9530,208
9531,11
9532,9
9533,43
9534,51
9535,203
9536,136
9537,434
9538,192
9539,588
9540,671
9541,197
9542,95
9543,427
9544,263
9545,0
9546,0
9547,0
9548,0
9549,39
9550,6
9551,334
9552,123
9553,186
9554,24
9555,221
9556,53
9557,233
9558,4
9559,522
9560,3
9561,100
9562,2
9563,15
9564,72
9565,17
9566,253
9567,6
9568,4
9569,2
9570,1420
9571,87
9572,18
9573,0
9574,268
9575,20
9576,61
9577,56
9578,55
9579,6
9580,200
9581,63
9582,61
9583,33
9584,87
9585,10
9586,1408
9587,69
9588,101
9589,13
9590,414
9591,14
9592,1035
9593,120
9594,18
9595,1
9596,8
9597,11
9598,14
9599,32
9600,20
9601,17
9602,4
9603,0
9604,17
9605,3
9606,723
9607,225
9608,7
9609,0
9610,14
9611,13
9612,10
9613,3
9614,13
9615,11
9616,4
9617,2
9618,46
9619,43
9620,22
9621,11
9622,58
9623,10
9624,13
9625,15
9626,337
9627,260
9628,72
9629,16
9630,36
9631,1
9632,37
9633,10
9634,3
9635,3
9636,7
9637,1
9638,11
9639,7
9640,18
9641,1
9642,9
9643,2
9644,36
9645,20
9646,36
9647,6
9648,11
9649,6
9650,54
9651,19
9652,38
9653,7
9654,12
9655,4
9656,130
9657,6
9658,13
9659,2
9660,22
9661,2
9662,412
9663,34
9664,172
9665,11
9666,94
9667,13
9668,22
9669,21
9670,22
9671,2
9672,10
9673,2
9674,28
9675,19
9676,28
9677,37
9678,28
9679,12
9680,82
9681,7
9682,152
9683,9
9684,267
9685,13
9686,171
9687,10
9688,3194
9689,884
9690,1
9691,1
9692,764
9693,91
9694,393
9695,82
9696,1075
9697,558
9698,18
9699,6
9700,185
9701,51
9702,464
9703,114
9704,213
9705,38
9706,459
9707,488
9708,404
9709,187
9710,2471
9711,466
9712,2366
9713,166
9714,1815
9715,524
9716,563
9717,30
9718,216
9719,136
9720,111
9721,30
9722,140
9723,107
9724,73
9725,42
9726,627
9727,80
9728,477
9729,139
9730,1177
9731,261
9732,4271
9733,861
9734,18650
9735,10252
9736,194
9737,223
9738,21
9739,11
9740,99
9741,35
9742,18
9743,7
9744,707
9745,20
9746,184
9747,7
9748,638
9749,19
9750,7
9751,2
9752,616
9753,448
9754,1014
9755,851
9756,66
9757,16
9758,263
9759,13
9760,405
9761,10
9762,143
9763,9
9764,157
9765,17
9766,189
9767,5
9768,291
9769,30
9770,28
9771,4
9772,258
9773,13
9774,61
9775,30
9776,7
9777,5
9778,78
9779,29
9780,115
9781,33
9782,278
9783,38
9784,10
9785,3
9786,19
9787,28
9788,378
9789,34
9790,81
9791,67
9792,1
9793,0
9794,4
9795,4
9796,7
9797,12
9798,5
9799,1
9800,3
9801,3
9802,26
9803,37
9804,194
9805,13
9806,106
9807,147
9808,5
9809,25
9810,30
9811,45
9812,491
9813,123
9814,11
9815,4
9816,3
9817,2
9818,44
9819,39
9820,207
9821,91
9822,246
9823,31
9824,135
9825,6
9826,132
9827,4
9828,114
9829,22
9830,3
9831,5
9832,3
9833,577
9834,42
9835,2
9836,1
9837,9
9838,13
9839,11
9840,14
9841,19
9842,25
9843,11
9844,4
9845,93
9846,35
9847,0
9848,1
9849,74
9850,52
9851,37
9852,9
9853,75
9854,4
9855,110
9856,0
9857,25
9858,60
9859,7
9860,10
9861,5
9862,21
9863,9
9864,61
9865,1192
9866,1180
9867,31
9868,24
9869,63
9870,0
9871,52
9872,54
9873,31
9874,12
9875,286
9876,54
9877,1068
9878,143
9879,228
9880,20
9881,12
9882,1
9883,470
9884,155
9885,48
9886,12
9887,51
9888,20
9889,392
9890,105
9891,499
9892,96
9893,8
9894,3
9895,3
9896,10
9897,11
9898,12
9899,23
9900,13
9901,1
9902,731
9903,249
9904,336
9905,133
9906,873
9907,34
9908,280
9909,27
9910,369
9911,50
9912,93
9913,17
9914,1
9915,0
9916,90
9917,4
9918,119
9919,83
9920,15
9921,330
9922,1338
9923,58
9924,739
9925,56
9926,9
9927,23
9928,122
9929,5
9930,32
9931,22
9932,24
9933,26
9934,4
9935,2
9936,3
9937,0
9938,15
9939,15
9940,0
9941,0
9942,346
9943,65
9944,8
9945,8
9946,10
9947,17
9948,198
9949,32
9950,202
9951,92
9952,145
9953,80
9954,309
9955,87
9956,22
9957,13
9958,19
9959,5
9960,42
9961,42
9962,9
9963,56
9964,14
9965,0
9966,824
9967,182
9968,155
9969,21
9970,47
9971,2
9972,165
9973,7
9974,458
9975,357
9976,7
9977,1
9978,3
9979,49
9980,123
9981,768
9982,777
9983,76
9984,6
9985,24
9986,3
9987,2
9988,0
9989,0
9990,0
9991,2121
9992,1511
9993,328
9994,137
9995,119
9996,190
9997,184
9998,73
9999,1
10000,3
10001,248
10002,9
10003,469
10004,56
10005,12
10006,3
10007,36
10008,37
10009,7864
10010,8394
10011,98
10012,17
10013,213
10014,70
10015,182
10016,44
10017,46
10018,7
10019,67
10020,1
10021,45
10022,2
10023,180
10024,13
10025,63
10026,38
10027,7
10028,1
10029,291
10030,93
10031,62
10032,13
10033,15
10034,12
10035,25
10036,25
10037,1
10038,29
10039,2
10040,0
10041,4
10042,67
10043,75
10044,14
10045,9
10046,8
10047,5
10048,48
10049,5
10050,8
10051,1
10052,20
10053,1
10054,69
10055,15
10056,9
10057,1
10058,14
10059,6
10060,2
10061,1
10062,119
10063,12
10064,123
10065,23
10066,484
10067,308
10068,60
10069,63
10070,5
10071,5
10072,1
10073,0
10074,0
10075,0
10076,32
10077,4
10078,121
10079,9
10080,184
10081,23
10082,46
10083,16
10084,0
10085,0
10086,60
10087,13
10088,82
10089,14
10090,764
10091,41
10092,5
10093,0
10094,277
10095,78
10096,175
10097,11
10098,161
10099,9
10100,300
10101,17
10102,16
10103,1
10104,159
10105,29
10106,16
10107,2
10108,342
10109,128
10110,77
10111,21
10112,3
10113,3
10114,4360
10115,210
10116,93
10117,9
10118,564
10119,29
10120,12
10121,6
10122,1
10123,55
10124,27
10125,38
10126,6
10127,60
10128,3
10129,246
10130,30
10131,27
10132,106
10133,41
10134,33660
10135,1320
10136,6120
10137,7428
10138,16
10139,15
10140,5
10141,3
10142,0
10143,0
10144,77
10145,9
10146,49
10147,1
10148,28
10149,23
10150,175
10151,9
10152,190
10153,45
10154,126
10155,25
10156,3
10157,7
10158,47
10159,5
10160,30
10161,8
10162,5
10163,5
10164,65
10165,24
10166,204
10167,13
10168,18
10169,6
10170,84
10171,32
10172,46
10173,7
10174,10
10175,2
10176,3
10177,15
10178,8
10179,17
10180,2
10181,1
10182,1
10183,3
10184,1
10185,230
10186,4
10187,338
10188,23
10189,115
10190,20
10191,87
10192,22
10193,149
10194,216
10195,11
10196,3
10197,4
10198,60
10199,94
10200,34
10201,32
10202,85
10203,71
10204,137
10205,35
10206,89
10207,8
10208,21
10209,61
10210,104
10211,186
10212,7
10213,3
10214,2
10215,12
10216,247
10217,20
10218,268
10219,4
10220,54
10221,2
10222,28
10223,12
10224,10
10225,2
10226,964
10227,210
10228,376
10229,100
10230,145
10231,388
10232,356
10233,8
10234,9
10235,0
10236,87
10237,9
10238,12
10239,7
10240,8
10241,21
10242,30
10243,1
10244,15
10245,8
10246,49
10247,0
10248,2
10249,2
10250,52
10251,10
10252,35
10253,38
10254,42
10255,4
10256,2
10257,1
10258,183
10259,89
10260,22
10261,9
10262,5
10263,0
10264,32
10265,4
10266,18
10267,0
10268,0
10269,0
10270,62
10271,8
10272,35
10273,1
10274,640
10275,259
10276,4
10277,1
10278,1
10279,5
10280,10
10281,9
10282,15
10283,54
10284,10
10285,152
10286,54
10287,72
10288,46
10289,17
10290,6
10291,6
10292,0
10293,27
10294,16
10295,5
10296,3
10297,9
10298,3
10299,40
10300,5
10301,57
10302,3
10303,85
10304,19
10305,90
10306,108
10307,26
10308,32
10309,19
10310,12
10311,5
10312,5
10313,117
10314,112
10315,487
10316,82
10317,112
10318,12
10319,132
10320,9
10321,576
10322,72
10323,191
10324,14
10325,3841
10326,92
10327,14
10328,0
10329,9
10330,8
10331,30
10332,3
10333,15
10334,2
10335,16
10336,0
10337,25
10338,20
10339,58
10340,6
10341,13
10342,13
10343,48
10344,4
10345,92
10346,15
10347,0
10348,0
10349,7
10350,6
10351,142
10352,18
10353,39
10354,16
10355,388
10356,128
10357,6
10358,10
10359,475
10360,264
10361,373
10362,120
10363,9
10364,18
10365,107
10366,323
10367,681
10368,80
10369,37
10370,13
10371,1
10372,180
10373,129
10374,7
10375,6
10376,27
10377,8
10378,4
10379,0
10380,0
10381,6
10382,61
10383,40
10384,10
10385,2
10386,14
10387,5
10388,7
10389,7
10390,1565
10391,477
10392,134
10393,131
10394,106
10395,35
10396,161
10397,67
10398,121
10399,44
10400,56
10401,12
10402,2128
10403,3002
10404,5
10405,1
10406,21
10407,16
10408,10
10409,2
10410,21
10411,9
10412,19
10413,12
10414,30
10415,11
10416,49
10417,7
10418,1
10419,2
10420,1
10421,3
10422,3
10423,2
10424,1
10425,1
10426,256
10427,135
10428,92
10429,17
10430,571
10431,279
10432,69
10433,20
10434,10
10435,0
10436,49
10437,14
10438,50
10439,11
10440,13
10441,7
10442,20
10443,9
10444,2
10445,6
10446,4
10447,5
10448,7
10449,6
10450,29
10451,1
10452,134
10453,15
10454,95
10455,10
10456,14
10457,3
10458,1
10459,0
10460,0
10461,98
10462,15
10463,46
10464,4
10465,52
10466,8
10467,33
10468,11
10469,10
10470,1
10471,27
10472,23
10473,21
10474,5
10475,4
10476,1
10477,29
10478,47
10479,262
10480,44
10481,136
10482,18
10483,72
10484,36
10485,179
10486,131
10487,137
10488,82
10489,18
10490,5
10491,0
10492,0
10493,18
10494,4
10495,3
10496,1
10497,26
10498,10
10499,80
10500,7
10501,78
10502,9
10503,15
10504,3
10505,16
10506,0
10507,27
10508,17
10509,264
10510,88
10511,72
10512,67
10513,53
10514,6
10515,43
10516,7
10517,23
10518,28
10519,119
10520,41
10521,26
10522,4
10523,61
10524,12
10525,144
10526,13
10527,289
10528,11
10529,3
10530,0
10531,18
10532,10
10533,7
10534,2
10535,234
10536,49
10537,16
10538,1
10539,10
10540,2
10541,8
10542,1
10543,50
10544,2
10545,13
10546,9
10547,3
10548,10
10549,21
10550,17
10551,6
10552,2
10553,10
10554,6
10555,586
10556,1002
10557,31
10558,38
10559,5
10560,7
10561,184
10562,327
10563,10
10564,12
10565,16
10566,76
10567,108
10568,12
10569,3
10570,1503
10571,1540
10572,66
10573,139
10574,8
10575,5
10576,1705
10577,190
10578,780
10579,38
10580,50
10581,76
10582,83
10583,113
10584,1
10585,152
10586,8
10587,30
10588,8
10589,114
10590,16
10591,319
10592,106
10593,28
10594,15
10595,57
10596,42
10597,195
10598,21
10599,52
10600,20
10601,53
10602,12
10603,327
10604,51
10605,269
10606,57
10607,30
10608,24
10609,1
10610,1
10611,5
10612,1
10613,149
10614,6
10615,80
10616,23
10617,27
10618,19
10619,85
10620,24
10621,98
10622,81
10623,21
10624,9
10625,17
10626,5
10627,40
10628,0
10629,28
10630,0
10631,1
10632,0
10633,6
10634,6
10635,51
10636,4
10637,73
10638,39
10639,1733
10640,2396
10641,580
10642,83
10643,0
10644,0
10645,19
10646,4
10647,196
10648,14
10649,82
10650,70
10651,57
10652,180
10653,15
10654,45
10655,5
10656,111
10657,71
10658,378
10659,28
10660,243
10661,84
10662,9
10663,10
10664,82
10665,13
10666,21
10667,3
10668,15
10669,5
10670,18
10671,4
10672,0
10673,0
10674,1
10675,1
10676,24
10677,8
10678,462
10679,39
10680,26
10681,25
10682,294
10683,290
10684,238
10685,130
10686,208
10687,17
10688,25
10689,4
10690,21
10691,5
10692,151
10693,7
10694,38
10695,3
10696,161
10697,30
10698,126
10699,8
10700,94
10701,11
10702,11
10703,35
10704,6
10705,21
10706,7
10707,342
10708,24
10709,643
10710,8
10711,1208
10712,106
10713,860
10714,47
10715,78
10716,6
10717,667
10718,160
10719,22
10720,10
10721,59
10722,21
10723,15
10724,12
10725,4
10726,0
10727,170
10728,50
10729,23
10730,3
10731,167
10732,20
10733,5
10734,7
10735,8726
10736,302
10737,117
10738,170
10739,998
10740,391
10741,12
10742,14
10743,29
10744,10
10745,100
10746,1
10747,9
10748,1
10749,0
10750,0
10751,800
10752,22
10753,62
10754,80
10755,514
10756,12
10757,150
10758,8
10759,702
10760,297
10761,42
10762,1
10763,23
10764,2
10765,89
10766,21
10767,109
10768,20
10769,290
10770,8
10771,2
10772,163
10773,24
10774,52
10775,9
10776,51
10777,5
10778,97
10779,50
10780,92
10781,34
10782,27
10783,3
10784,44
10785,5
10786,40
10787,5
10788,43
10789,11
10790,152
10791,15
10792,244
10793,17
10794,36
10795,37
10796,20
10797,9
10798,349
10799,27
10800,101
10801,4
10802,117
10803,11
10804,6
10805,2
10806,20
10807,6
10808,40
10809,1
10810,94
10811,29
10812,176
10813,20
10814,20
10815,4
10816,5
10817,2
10818,9
10819,5
10820,33
10821,169
10822,28
10823,67
10824,62
10825,255
10826,81
10827,44
10828,9
10829,65
10830,340
10831,303
10832,787
10833,28
10834,356
10835,57
10836,419
10837,0
10838,369
10839,25
10840,225
10841,67
10842,129
10843,155
10844,52
10845,132
10846,0
10847,7445
10848,6858
10849,1724
10850,79
10851,904
10852,517
10853,61
10854,10
10855,83
10856,147
10857,10
10858,158
10859,293
10860,157
10861,4
10862,27
10863,8
10864,194
10865,2
10866,247
10867,94
10868,114
10869,68
10870,169
10871,90
10872,17
10873,11
10874,0
10875,2
10876,1
10877,1
10878,2
10879,1110
10880,486
10881,49
10882,35
10883,4
10884,8
10885,5
10886,18
10887,7
10888,8
10889,7
10890,3
10891,12
10892,4
10893,154
10894,35
10895,79
10896,11
10897,97
10898,4
10899,171
10900,13
10901,160
10902,19
10903,172
10904,27
10905,686
10906,16
10907,118
10908,16
10909,48
10910,27
10911,75
10912,69
10913,6
10914,3
10915,1
10916,2
10917,126
10918,56
10919,160
10920,34
10921,11
10922,42
10923,119
10924,127
10925,17
10926,13
10927,6
10928,9
10929,19
10930,12
10931,94
10932,25
10933,37
10934,5
10935,71
10936,35
10937,400
10938,99
10939,16
10940,7
10941,255
10942,12
10943,70
10944,3
10945,478
10946,16
10947,63
10948,0
10949,30
10950,38
10951,1564
10952,66
10953,79
10954,75
10955,18
10956,5
10957,76
10958,57
10959,190
10960,100
10961,82
10962,3
10963,335
10964,17
10965,55
10966,9
10967,2379
10968,111
10969,656
10970,336
10971,123
10972,16
10973,303
10974,41
10975,344
10976,0
10977,101
10978,20
10979,191
10980,20
10981,222
10982,2
10983,270
10984,11
10985,91
10986,29
10987,234
10988,34
10989,196
10990,126
10991,282
10992,45
10993,163
10994,24
10995,214
10996,1
10997,192
10998,21
10999,81
11000,6
11001,48
11002,1
11003,105
11004,52
11005,1125
11006,450
11007,121
11008,5
11009,239
11010,17
11011,3
11012,41
11013,11
11014,457
11015,105
11016,144
11017,55
11018,74
11019,67
11020,231
11021,30
11022,125
11023,10
11024,147
11025,6
11026,705
11027,13
11028,50
11029,18
11030,261
11031,253
11032,124
11033,269
11034,31
11035,13
11036,85
11037,12
11038,365
11039,55
11040,142
11041,17
11042,37
11043,9
11044,29
11045,4
11046,506
11047,15
11048,87
11049,17
11050,242
11051,234
11052,14
11053,8
11054,22
11055,4
11056,2
11057,1
11058,15
11059,6
11060,38
11061,6
11062,5
11063,1
11064,1127
11065,1979
11066,191
11067,11
11068,186
11069,12
11070,424
11071,2
11072,312
11073,15
11074,109
11075,68
11076,128
11077,9
11078,23
11079,7
11080,572
11081,99
11082,66
11083,21
11084,10
11085,19
11086,0
11087,51
11088,19
11089,157
11090,15
11091,83
11092,7
11093,208
11094,6
11095,63
11096,7
11097,125
11098,6
11099,74
11100,4
11101,93
11102,52
11103,339
11104,22
11105,167
11106,14
11107,37
11108,1
11109,22
11110,0
11111,101
11112,31
11113,220
11114,4
11115,110
11116,15
11117,33
11118,4
11119,1035
11120,110
11121,259
11122,367
11123,85
11124,0
11125,17
11126,5
11127,28
11128,5
11129,534
11130,190
11131,1053
11132,119
11133,466
11134,61
11135,30
11136,27
11137,353
11138,91
11139,101
11140,4
11141,181
11142,89
11143,303
11144,26
11145,205
11146,3
11147,78
11148,24
11149,69
11150,21
11151,4509
11152,167
11153,341
11154,49
11155,152
11156,34
11157,85
11158,247
11159,249
11160,6
11161,273
11162,1
11163,76
11164,46
11165,43
11166,14
11167,22
11168,4
11169,111
11170,26
11171,33
11172,48
11173,27
11174,83
11175,163
11176,37
11177,170
11178,101
11179,217
11180,152
11181,112
11182,51
11183,197
11184,252
11185,135
11186,17
11187,290
11188,6
11189,45
11190,7
11191,19
11192,10
11193,9
11194,2
11195,155
11196,9
11197,170
11198,31
11199,146
11200,70
11201,533
11202,20
11203,171
11204,4
11205,270
11206,16
11207,63
11208,26
11209,6
11210,6
11211,83
11212,26
11213,85
11214,10
11215,198
11216,35
11217,20
11218,16
11219,98
11220,2
11221,2
11222,11
11223,6
11224,5
11225,3
11226,5
11227,46
11228,6
11229,80
11230,67
11231,157
11232,12
11233,502
11234,81
11235,370
11236,84
11237,35
11238,39
11239,26
11240,47
11241,182
11242,10
11243,17
11244,3
11245,20
11246,6
11247,2
11248,3
11249,7
11250,18
11251,7
11252,320
11253,118
11254,41
11255,13
11256,20
11257,55
11258,0
11259,0
11260,356
11261,14
11262,103
11263,19
11264,104
11265,7
11266,166
11267,3
11268,159
11269,51
11270,51
11271,8
11272,65
11273,20
11274,69
11275,31
11276,89
11277,98
11278,23
11279,10
11280,9
11281,4
11282,17
11283,28
11284,44
11285,11
11286,9
11287,3
11288,12
11289,15
11290,236
11291,58
11292,9
11293,5
11294,8
11295,6
11296,10
11297,1
11298,49
11299,76
11300,12
11301,28
11302,21
11303,270
11304,10
11305,208
11306,43
11307,15
11308,5
11309,9
11310,0
11311,44
11312,2
11313,46
11314,0
11315,61
11316,15
11317,56
11318,4
11319,143
11320,46
11321,71
11322,7
11323,116
11324,31
11325,203
11326,18
11327,42
11328,1
11329,127
11330,34
11331,27
11332,19
11333,14
11334,4
11335,23
11336,10
11337,9
11338,7
11339,9
11340,3
11341,58
11342,13
11343,37
11344,24
11345,7
11346,5
11347,15
11348,12
11349,12
11350,13
11351,183
11352,179
11353,80
11354,100
11355,4
11356,8
11357,70
11358,9
11359,142
11360,82
11361,14
11362,2
11363,3
11364,1
11365,28
11366,64
11367,52
11368,21
11369,2
11370,4
11371,4
11372,45
11373,40
11374,2
11375,2
11376,13
11377,12
11378,36
11379,77
11380,111
11381,19
11382,33
11383,29
11384,185
11385,39
11386,141
11387,21
11388,158
11389,45
11390,160
11391,17
11392,3
11393,2
11394,5
11395,0
11396,21
11397,2
11398,6
11399,0
11400,41
11401,23
11402,0
11403,0
11404,11
11405,3
11406,20
11407,2
11408,2
11409,2
11410,223
11411,11
11412,9
11413,2
11414,4
11415,12
11416,11
11417,86
11418,36
11419,0
11420,0
11421,221
11422,11
11423,50
11424,2
11425,25
11426,4
11427,227
11428,11
11429,63
11430,30
11431,410
11432,18
11433,679
11434,59
11435,308
11436,9
11437,389
11438,43
11439,413
11440,83
11441,2199
11442,212
11443,702
11444,714
11445,1616
11446,251
11447,548
11448,228
11449,60
11450,12
11451,6
11452,6
11453,0
11454,0
11455,0
11456,0
11457,116
11458,47
11459,552
11460,570
11461,1835
11462,2878
11463,3551
11464,8543
11465,1952
11466,3942
11467,35
11468,19
11469,743
11470,90
11471,656
11472,341
11473,1182
11474,334
11475,101
11476,114
11477,225
11478,98
11479,1445
11480,627
11481,1021
11482,629
11483,117
11484,33
11485,3129
11486,805
11487,1385
11488,252
11489,614
11490,588
11491,269
11492,159
11493,3765
11494,667
11495,231
11496,168
11497,754
11498,177
11499,511
11500,132
11501,919
11502,378
11503,1498
11504,1054
11505,114
11506,26
11507,10
11508,8
11509,7
11510,1
11511,29
11512,5
11513,25
11514,4
11515,18
11516,3
11517,159
11518,95
11519,1
11520,1
11521,5
11522,18
11523,26
11524,16
11525,240
11526,271
11527,5
11528,6
11529,71
11530,3
11531,13
11532,65
11533,7
11534,1
11535,62
11536,47
11537,22
11538,6
11539,15
11540,0
11541,21
11542,11
11543,223
11544,57
11545,16
11546,5
11547,15
11548,12
11549,10
11550,8
11551,0
11552,0
11553,7
11554,7
11555,24
11556,8
11557,22
11558,3
11559,13
11560,3
11561,6
11562,1
11563,6
11564,1
11565,77
11566,2
11567,11
11568,13
11569,1
11570,6
11571,8
11572,198
11573,8
11574,87
11575,18
11576,261
11577,258
11578,45
11579,13
11580,34
11581,82
11582,76
11583,61
11584,205
11585,37
11586,5
11587,45
11588,15
11589,9
11590,8
11591,50
11592,15
11593,57
11594,47
11595,16
11596,10
11597,149
11598,7
11599,74
11600,47
11601,62
11602,106
11603,58
11604,71
11605,40
11606,37
11607,3836
11608,226
11609,180
11610,19
11611,20
11612,9
11613,47
11614,8
11615,49
11616,13
11617,20
11618,2
11619,35
11620,25
11621,212
11622,73
11623,643
11624,350
11625,984
11626,81
11627,17
11628,6
11629,24
11630,5
11631,4
11632,0
11633,32
11634,8
11635,84
11636,10
11637,17
11638,4
11639,107
11640,7
11641,44
11642,152
11643,431
11644,79
11645,55
11646,25
11647,24
11648,256
11649,510
11650,14
11651,15
11652,39
11653,131
11654,587
11655,427
11656,139
11657,161
11658,49
11659,2
11660,295
11661,82
11662,30
11663,20
11664,11
11665,6
11666,17
11667,18
11668,41
11669,11
11670,38
11671,15
11672,32
11673,16
11674,33
11675,5
11676,25
11677,27
11678,13
11679,13
11680,6
11681,2
11682,13
11683,11
11684,3
11685,4
11686,0
11687,1
11688,79
11689,62
11690,80
11691,49
11692,11
11693,20
11694,16
11695,5
11696,29
11697,16
11698,14
11699,3
11700,347
11701,248
11702,22
11703,14
11704,49
11705,60
11706,9
11707,35
11708,49
11709,40
11710,107
11711,135
11712,10
11713,4
11714,2
11715,6
11716,6
11717,2
11718,39
11719,77
11720,10
11721,6
11722,90
11723,123
11724,10
11725,13
11726,200
11727,106
11728,4
11729,58
11730,9
11731,28
11732,1032
11733,1272
11734,10
11735,2
11736,48
11737,7
11738,211
11739,32
11740,310
11741,78
11742,175
11743,18
11744,6
11745,6
11746,6
11747,19
11748,9
11749,5
11750,144
11751,93
11752,66
11753,35
11754,32
11755,5
11756,199
11757,124
11758,44
11759,10
11760,112
11761,2
11762,4
11763,2
11764,1
11765,1
11766,3
11767,1
11768,2
11769,2
11770,2
11771,1
11772,8
11773,13
11774,162
11775,28
11776,77
11777,61
11778,24
11779,18
11780,208
11781,88
11782,127
11783,34
11784,572
11785,446
11786,5
11787,2
11788,45
11789,18
11790,53
11791,10
11792,43
11793,1
11794,963
11795,175
11796,49
11797,14
11798,7
11799,5
11800,1
11801,3
11802,3
11803,7
11804,1
11805,66
11806,23
11807,263
11808,16
11809,238
11810,46
11811,12
11812,0
11813,65
11814,5
11815,285
11816,13
11817,338
11818,33
11819,5
11820,4
11821,250
11822,163
11823,29
11824,33
11825,53
11826,12
11827,104
11828,49
11829,20
11830,22
11831,1581
11832,422
11833,357
11834,25
11835,76
11836,8
11837,23
11838,8
11839,5
11840,3
11841,20
11842,5
11843,3
11844,3
11845,1
11846,3
11847,3
11848,4
11849,0
11850,0
11851,0
11852,0
11853,0
11854,23
11855,7
11856,450
11857,520
11858,260
11859,106
11860,669
11861,808
11862,387
11863,195
11864,629
11865,687
11866,34
11867,9
11868,39
11869,14
11870,288
11871,226
11872,11
11873,18
11874,282
11875,29
11876,14
11877,2
11878,6
11879,1
11880,5
11881,3
11882,1
11883,31
11884,13
11885,20
11886,48
11887,12
11888,8
11889,7
11890,10
11891,33
11892,18
11893,100
11894,31
11895,88
11896,6
11897,201
11898,10
11899,71
11900,4
11901,73
11902,38
11903,22
11904,14
11905,280
11906,10
11907,4
11908,1
11909,37
11910,26
11911,5
11912,2
11913,130
11914,9
11915,2
11916,47
11917,1
11918,72
11919,14
11920,81
11921,17
11922,51
11923,6
11924,93
11925,54
11926,30
11927,13
11928,110
11929,65
11930,79
11931,37
11932,0
11933,0
11934,149
11935,183
11936,801
11937,247
11938,9
11939,2
11940,3
11941,9
11942,0
11943,3
11944,5
11945,5
11946,20
11947,39
11948,5
11949,7
11950,0
11951,2
11952,92
11953,65
11954,122
11955,74
11956,122
11957,84
11958,15
11959,16
11960,53
11961,3
11962,2
11963,6
11964,44
11965,20
11966,54
11967,24
11968,6
11969,23
11970,1
11971,12
11972,5
11973,3
11974,2
11975,6
11976,73
11977,86
11978,80
11979,54
11980,77
11981,64
11982,111
11983,74
11984,3
11985,4
11986,2
11987,3
11988,3
11989,3
11990,4
11991,3
11992,31
11993,8
11994,39
11995,19
11996,39
11997,2
11998,10
11999,3
12000,28
12001,30
12002,10
12003,5
12004,89
12005,67
12006,1
12007,1
12008,1
12009,3
12010,1
12011,4
12012,1
12013,8
12014,9
12015,2
12016,8
12017,11
12018,8
12019,6
12020,3
12021,73
12022,83
12023,17
12024,15
12025,40
12026,34
12027,24
12028,9
12029,8
12030,2
12031,1
12032,0
12033,3
12034,2
12035,31
12036,4
12037,187
12038,48
12039,76
12040,12
12041,5
12042,3
12043,4
12044,3
12045,3
12046,6
12047,205
12048,42
12049,40
12050,42
12051,152
12052,15
12053,45
12054,12
12055,223
12056,23
12057,20
12058,10
12059,66
12060,1
12061,24
12062,0
